,0
clas,-0.009735978055689709
fami,-0.009735978055689709
genu,-0.055981873820215786
king,-0.00962459467409027
orde,-0.009735978055689709
phyl,-0.009680286364890045
spec,0.6553654037389579
zotu,-0.009735978055689709
