,0
clas,0.022442347400087215
fami,0.022442347400087215
genu,0.022442347400087215
king,0.022442347400087215
orde,0.022442347400087215
phyl,0.02255373078168668
spec,1.0577894814609523
zotu,0.022442347400087215
