,0
clas,0.2933833006359152
fami,0.05080041595609064
genu,0.05102318271928963
king,0.05102318271928963
orde,0.2933833006359152
phyl,0.2910442496223262
spec,0.8177329687315602
zotu,0.05091179933769013
