,0
clas,0.011110002415788828
fami,0.12303172396235132
genu,0.012223836231783414
king,0.011778302705385602
orde,0.009773401836595197
phyl,0.011945377777784788
spec,0.8159251754095439
zotu,0.011889686086985013
