,0
clas,-0.03380681251102857
fami,-0.03380681251102857
genu,-0.061734179367965214
king,-0.026954265613299635
orde,-0.023303684421529372
phyl,-0.005768062272492491
spec,0.6210170896287607
zotu,-0.005823753963292211
