,0
clas,0.6025359510910392
fami,0.10467989905557265
genu,0.6072140531182169
king,0.5967997069386664
orde,0.6037611682886337
phyl,0.6003082834590499
spec,3.0281045527309622
zotu,0.10406729045677554
